"sample","unf_otu","reads"
"RNMB_Foping_BS_P2_tag24_F11","unf_otu10549",2
"RNMB_meicity_BS_P2_tag42_A5","unf_otu10549",2
"RNMB_Mix_BS_PIX_tag34_G7","unf_otu1055",2
"RNMB_YHM_BS_P3_tag53_B4","unf_otu1055",77
"RNMB_YHM_BS_P3_tag53_G8","unf_otu1055",80
"RNMB_Foping_BS_P2_tag24_E12","unf_otu10555",1
"RNMB_Foping_BS_P2_tag24_H3","unf_otu10555",2
"RNMB_YHM_BS_P2_tag38_H4","unf_otu10557",1
"RNMB_YHM_BS_P2_tag38_D12","unf_otu10558",2
"RNMB_Foping_BS_P2_tag24_E10","unf_otu10559",2
"RNMB_Foping_BS_P2_tag24_G6","unf_otu10559",1
"RNMB2_FXBSP4_tag07_D10","unf_otu1056",387
"RNMB_Foping_BS_P1_tag21_C8","unf_otu10561",1
"RNMB_meicity_BS_P1_tag41_A5","unf_otu10561",2
"RNMB_meicity_BS_P1_tag41_H6","unf_otu10561",5
"RNMB_YHM_BS_P3_tag53_A7","unf_otu10562",1
"RNMB_YHM_BS_P1_tag15_G11","unf_otu10563",1
"RNMB_YHM_BS_P3_tag53_C7","unf_otu10564",1
"RNMB_YHM_BS_P3_tag53_F8","unf_otu10564",2
"RNMB_meicity_BS_P2_tag42_E12","unf_otu10564",1
"RNMB_meicity_BS_P2_tag42_F11","unf_otu10564",1
"RNMB_YHM_BS_P3_tag53_A7","unf_otu10566",1
"RNMB_YHM_BS_P2_tag38_G4","unf_otu10568",1
"RNMB_Foping_BS_P1_tag21_H12","unf_otu1057",1
"RNMB_Foping_BS_P2_tag24_D11","unf_otu1057",16
"RNMB_Mix_BS_PIX_tag34_A7","unf_otu10571",1
"RNMB_Foping_BS_P2_tag24_G12","unf_otu10575",1
"RNMB_YHM_BS_P3_tag53_F6","unf_otu10578",4
"RNMB_YHM_BS_P3_tag53_F8","unf_otu10579",3
"RNMB_Foping_BS_P2_tag24_A4","unf_otu1058",19
"RNMB_Foping_BS_P2_tag24_F9","unf_otu1058",1
"RNMB_meicity_BS_P2_tag42_D12","unf_otu10581",1
"RNMB_meicity_BS_P2_tag42_E12","unf_otu10581",2
"RNMB_meicity_BS_P2_tag42_G12","unf_otu10581",1
"RNMB_Foping_BS_P2_tag24_F7","unf_otu10583",1
"RNMB_Foping_BS_P2_tag24_E12","unf_otu10585",2
"RNMB_Foping_BS_P2_tag24_H4","unf_otu10585",1
"RNMB_meicity_BS_P2_tag42_G11","unf_otu10587",1
"RNMB_Foping_BS_P1_tag21_H7","unf_otu10589",1
"RNMB1_FXBSP3_tag42_F11","unf_otu1059",4
"RNMB_meicity_BS_P2_tag42_A12","unf_otu1059",11
"RNMB_meicity_BS_P2_tag42_A5","unf_otu1059",4
"RNMB_meicity_BS_P2_tag42_D12","unf_otu1059",8
"RNMB_meicity_BS_P2_tag42_E11","unf_otu1059",3
"RNMB_meicity_BS_P2_tag42_E12","unf_otu1059",11
"RNMB_meicity_BS_P2_tag42_F11","unf_otu1059",20
"RNMB_meicity_BS_P2_tag42_G11","unf_otu1059",14
"RNMB_meicity_BS_P2_tag42_G12","unf_otu1059",3
"RNMB_meicity_BS_P2_tag42_H11","unf_otu1059",6
"RNBC1_NREP12_tag37_A5","unf_otu10590",2
"RNMB_YHM_BS_P3_tag53_H6","unf_otu10594",6
"RNMB_Foping_BS_P1_tag21_G9","unf_otu10598",1
"RNBC1_QLMSP6_tag05_D5","unf_otu106",1248
"RNMB1_FXBSP2_tag18_E10","unf_otu106",1
"RNMB1_FXBSP2_tag18_G10","unf_otu106",287
"RNMB_YHM_BS_P1_tag15_C9","unf_otu106",90
"RNMB_meicity_BS_P1_tag41_A11","unf_otu106",1
"RNMB_meicity_BS_P1_tag41_D11","unf_otu106",14
"RNMB_Foping_BS_P2_tag24_G11","unf_otu1060",8
"RNMB_Foping_BS_P2_tag24_G9","unf_otu1060",1
"RNMB_YHM_BS_P1_tag15_E10","unf_otu1060",1
"RNMB_Foping_BS_P3_tag26_A12","unf_otu10601",1
"RNMB1_FXBSP2_tag18_B4","unf_otu10602",1
"RNMB_Mix_BS_PIX_tag34_C8","unf_otu10602",1
"RNMB_Foping_BS_P3_tag26_E7","unf_otu10603",4
"RNMB_Foping_BS_P2_tag24_H6","unf_otu10606",1
"RNMB_Foping_BS_P2_tag24_A7","unf_otu10608",1
"RNMB1_FXBSP2_tag18_F4","unf_otu1061",8
"RNMB1_FXBSP3_tag42_B6","unf_otu1061",1
"RNMB1_FXBSP3_tag42_C11","unf_otu1061",2
"RNMB1_FXBSP3_tag42_F11","unf_otu1061",3
"RNMB1_FXBSP3_tag42_H8","unf_otu1061",2
"RNMB_meicity_BS_P2_tag42_C11","unf_otu1061",1
"RNMB_meicity_BS_P2_tag42_C12","unf_otu1061",15
"RNMB_meicity_BS_P2_tag42_E10","unf_otu1061",7
"RNMB_meicity_BS_P2_tag42_E12","unf_otu1061",1
"RNMB_Foping_BS_P2_tag24_E5","unf_otu10610",1
"RNMB_Foping_BS_P2_tag24_G6","unf_otu10610",2
"RNMB_YHM_BS_P3_tag53_A11","unf_otu10611",1
"RNMB_Foping_BS_P1_tag21_A7","unf_otu10613",1
"RNBC1_NREP3_tag31_A3","unf_otu10614",2
"RNMB_Foping_BS_P3_tag26_F8","unf_otu10617",3
"RNBC1_NREP8_tag32_F11","unf_otu10618",4
"RNMB_Foping_BS_P2_tag24_C12","unf_otu10619",1
"RNMB1_FXBSP1_tag08_G1","unf_otu1062",1
"RNMB1_FXBSP1_tag08_G11","unf_otu1062",6
"RNMB_Foping_BS_P2_tag24_H8","unf_otu1062",1
"RNMB_YHM_BS_P2_tag38_C9","unf_otu10620",3
"RNMB_Foping_BS_P3_tag26_D12","unf_otu10622",5
"RNMB_YHM_BS_P1_tag15_F7","unf_otu10623",1
"RNMB_Foping_BS_P2_tag24_H12","unf_otu10625",2
"RNMB_Foping_BS_P2_tag24_C7","unf_otu10626",2
"RNMB1_FXBSP1_tag08_B7","unf_otu1063",21
"RNMB_YHM_BS_P2_tag38_E5","unf_otu10630",1
"RNMB_Foping_BS_P3_tag26_F3","unf_otu10631",1
"RNMB_Foping_BS_P2_tag24_A1","unf_otu10634",3
"RNMB_Foping_BS_P2_tag24_E8","unf_otu10635",1
"RNMB_Foping_BS_P2_tag24_G4","unf_otu10635",2
"RNMB_Foping_BS_P2_tag24_H8","unf_otu10637",1
"RNMB_Foping_BS_P2_tag24_F12","unf_otu10639",1
"RNMB_Foping_BS_P2_tag24_A11","unf_otu1064",2
"RNMB_Foping_BS_P2_tag24_E8","unf_otu1064",4
"RNMB_Foping_BS_P2_tag24_F11","unf_otu1064",2
"RNMB_Foping_BS_P2_tag24_F9","unf_otu1064",1
"RNMB_Foping_BS_P2_tag24_G11","unf_otu1064",9
"RNMB_Foping_BS_P2_tag24_G9","unf_otu1064",1
"RNMB_Foping_BS_P2_tag24_H6","unf_otu1064",3
"RNMB_YHM_BS_P2_tag38_D12","unf_otu1064",6
"RNMB_YHM_BS_P2_tag38_G11","unf_otu1064",2
"RNMB_YHM_BS_P3_tag53_A3","unf_otu1064",30
"RNMB_Foping_BS_P3_tag26_B8","unf_otu10640",3
"RNBC1_NREP12_tag37_C7","unf_otu10641",1
"RNMB_Foping_BS_P2_tag24_A1","unf_otu10641",2
"RNMB_Foping_BS_P2_tag24_A11","unf_otu10641",1
"RNMB_Foping_BS_P2_tag24_C11","unf_otu10641",3
"RNMB_Foping_BS_P2_tag24_E7","unf_otu10641",3
"RNMB_Foping_BS_P2_tag24_G4","unf_otu10641",2
"RNMB_Foping_BS_P2_tag24_H7","unf_otu10641",1
"RNMB_Mix_BS_PIX_tag34_B8","unf_otu10641",1
"RNMB_Mix_BS_PIX_tag34_C8","unf_otu10641",1
"RNMB_Mix_BS_PIX_tag34_E8","unf_otu10641",1
"RNMB_YHM_BS_P2_tag38_F11","unf_otu10641",1
"RNMB_Foping_BS_P2_tag24_A12","unf_otu10643",1
"RNMB_meicity_BS_P1_tag41_B7","unf_otu10646",1
"RNMB_YHM_BS_P1_tag15_G7","unf_otu10648",2
"RNMB1_FXBSP1_tag08_C12","unf_otu1065",1
"RNMB1_FXBSP1_tag08_D10","unf_otu1065",1
"RNMB1_FXBSP1_tag08_D11","unf_otu1065",9
"RNMB1_FXBSP1_tag08_D5","unf_otu1065",47
"RNMB1_FXBSP1_tag08_D6","unf_otu1065",4
"RNMB1_FXBSP1_tag08_D8","unf_otu1065",1
"RNMB1_FXBSP1_tag08_D9","unf_otu1065",1
"RNMB1_FXBSP1_tag08_E7","unf_otu1065",1
"RNMB1_FXBSP1_tag08_F10","unf_otu1065",1
"RNMB_meicity_BS_P1_tag41_G12","unf_otu10650",9
"RNMB_YHM_BS_P2_tag38_D12","unf_otu10653",2
"RNMB_YHM_BS_P2_tag38_E11","unf_otu10658",1
"RNMB_Foping_BS_P1_tag21_A7","unf_otu10659",1
"RNMB_Foping_BS_P1_tag21_C8","unf_otu10659",1
"RNMB_Foping_BS_P1_tag21_D7","unf_otu10659",1
"RNMB_Foping_BS_P3_tag26_F8","unf_otu10659",5
"RNMB1_FXBSP2_tag18_H2","unf_otu1066",397
"RNMB_Mix_BS_PIX_tag34_A7","unf_otu1066",10
"RNMB_Mix_BS_PIX_tag34_B7","unf_otu1066",11
"RNMB_Mix_BS_PIX_tag34_C8","unf_otu1066",1
"RNMB_Mix_BS_PIX_tag34_E8","unf_otu1066",1
"RNMB_Mix_BS_PIX_tag34_A5","unf_otu10660",2
"RNMB_Foping_BS_P2_tag24_F8","unf_otu10661",1
"RNBC1_QLMSP4_tag11_G5","unf_otu10662",7
"RNMB_Mix_BS_PIX_tag34_A3","unf_otu10662",1
"RNMB_Mix_BS_PIX_tag34_B3","unf_otu10662",2
"RNMB_Mix_BS_PIX_tag34_B8","unf_otu10662",1
"RNMB_Foping_BS_P1_tag21_H10","unf_otu10667",1
"RNMB_YHM_BS_P2_tag38_E10","unf_otu10668",2
"RNBC1_NREP3_tag31_A3","unf_otu10669",2
"RNMB1_FXBSP1_tag08_D11","unf_otu1067",89
"RNMB1_FXBSP1_tag08_D12","unf_otu1067",5
"RNMB1_FXBSP1_tag08_E10","unf_otu1067",4
"RNMB_Foping_BS_P2_tag24_D9","unf_otu10670",2
"RNMB_Foping_BS_P2_tag24_H9","unf_otu10671",3
"RNMB_Foping_BS_P2_tag24_F4","unf_otu10673",1
"RNBC1_NREP13_tag51_F9","unf_otu10675",2
"RNMB_Foping_BS_P1_tag21_G11","unf_otu10679",1
"RNMB_Foping_BS_P2_tag24_A4","unf_otu10679",1
"RNMB1_FXBSP1_tag08_F8","unf_otu1068",2
"RNMB1_FXBSP1_tag08_G11","unf_otu1068",17
"RNMB1_FXBSP2_tag18_C5","unf_otu1068",6
"RNMB_Foping_BS_P1_tag21_B8","unf_otu1068",21
"RNMB_Foping_BS_P1_tag21_C8","unf_otu1068",11
"RNMB_Foping_BS_P1_tag21_D7","unf_otu1068",4
"RNMB_Foping_BS_P1_tag21_E7","unf_otu1068",7
"RNMB_Foping_BS_P1_tag21_H6","unf_otu1068",8
"RNMB_Foping_BS_P1_tag21_E11","unf_otu10680",1
"RNMB_Foping_BS_P1_tag21_H10","unf_otu10680",1
"RNMB_Foping_BS_P1_tag21_H7","unf_otu10680",2
"RNBC1_NREP2_tag22_C8","unf_otu10681",3
"RNMB_Mix_BS_PIX_tag34_E7","unf_otu10683",1
"RNMB_meicity_BS_P2_tag42_C11","unf_otu10683",3
"RNBC1_NREP8_tag32_C7","unf_otu10684",4
"RNMB1_FXBSP2_tag18_A3","unf_otu10686",1
"RNMB_Foping_BS_P1_tag21_G12","unf_otu10686",1
"RNMB_Foping_BS_P2_tag24_A3","unf_otu10686",1
"RNMB_Foping_BS_P2_tag24_G8","unf_otu10686",1
"RNMB_Foping_BS_P3_tag26_C12","unf_otu10686",1
"RNMB_meicity_BS_P1_tag41_C7","unf_otu10686",5
"RNBC1_NREP2_tag22_F7","unf_otu10689",2
"RNMB1_FXBSP1_tag08_D9","unf_otu1069",34
"RNMB1_FXBSP2_tag18_C5","unf_otu1069",31
"RNMB1_FXBSP2_tag18_F5","unf_otu1069",1
"RNMB_YHM_BS_P1_tag15_G8","unf_otu10694",1
"RNMB_YHM_BS_P2_tag38_C7","unf_otu10697",2
"RNMB_YHM_BS_P2_tag38_E8","unf_otu10697",1
"RNMB_YHM_BS_P1_tag15_E10","unf_otu10698",1
"RNMB_YHM_BS_P2_tag38_E8","unf_otu10698",1
"RNMB_meicity_BS_P2_tag42_D9","unf_otu10699",1
"RNBC1_NREP12_tag37_A3","unf_otu107",1
"RNBC1_NREP12_tag37_A4","unf_otu107",1
"RNMB_Foping_BS_P1_tag21_C11","unf_otu107",13
"RNMB_Foping_BS_P1_tag21_G11","unf_otu107",17
"RNMB_Foping_BS_P1_tag21_G12","unf_otu107",13
"RNMB_Foping_BS_P2_tag24_A1","unf_otu107",2
"RNMB_Foping_BS_P2_tag24_A3","unf_otu107",79
"RNMB_Foping_BS_P2_tag24_A4","unf_otu107",109
"RNMB_Foping_BS_P2_tag24_B3","unf_otu107",8
"RNMB_Foping_BS_P2_tag24_B4","unf_otu107",8
"RNMB_Foping_BS_P2_tag24_B7","unf_otu107",1
"RNMB_Foping_BS_P2_tag24_C8","unf_otu107",79
"RNMB_Foping_BS_P2_tag24_C9","unf_otu107",14
"RNMB_Foping_BS_P2_tag24_E10","unf_otu107",1
"RNMB_Foping_BS_P2_tag24_E5","unf_otu107",1
"RNMB_Foping_BS_P2_tag24_E7","unf_otu107",41
"RNMB_Foping_BS_P2_tag24_E8","unf_otu107",1
"RNMB_Foping_BS_P2_tag24_F12","unf_otu107",1
"RNMB_Foping_BS_P2_tag24_F4","unf_otu107",2
"RNMB_Foping_BS_P2_tag24_F5","unf_otu107",1
"RNMB_Foping_BS_P2_tag24_F7","unf_otu107",5
"RNMB_Foping_BS_P2_tag24_F9","unf_otu107",1
"RNMB_Foping_BS_P2_tag24_G4","unf_otu107",6
"RNMB_Foping_BS_P2_tag24_G7","unf_otu107",6
"RNMB_Foping_BS_P2_tag24_G8","unf_otu107",4
"RNMB_Foping_BS_P2_tag24_H3","unf_otu107",13
"RNMB_Foping_BS_P2_tag24_H4","unf_otu107",11
"RNMB_Foping_BS_P2_tag24_H7","unf_otu107",1
"RNMB_Foping_BS_P2_tag24_H8","unf_otu107",10
"RNMB_Mix_BS_PIX_tag34_B8","unf_otu107",1
"RNMB_Mix_BS_PIX_tag34_C7","unf_otu107",16
"RNMB_Mix_BS_PIX_tag34_C8","unf_otu107",4
"RNMB_Mix_BS_PIX_tag34_E8","unf_otu107",3
"RNMB_Mix_BS_PIX_tag34_G7","unf_otu107",4
"RNMB_Mix_BS_PIX_tag34_H7","unf_otu107",1
"RNMB_YHM_BS_P1_tag15_B7","unf_otu107",1
"RNMB_YHM_BS_P2_tag38_C12","unf_otu107",25
"RNMB_YHM_BS_P2_tag38_C8","unf_otu107",17
"RNMB_YHM_BS_P2_tag38_C9","unf_otu107",8
"RNMB_YHM_BS_P2_tag38_D11","unf_otu107",19
"RNMB_YHM_BS_P2_tag38_D12","unf_otu107",11
"RNMB_YHM_BS_P2_tag38_E10","unf_otu107",3
"RNMB_YHM_BS_P2_tag38_F11","unf_otu107",67
"RNMB_YHM_BS_P2_tag38_F7","unf_otu107",22
"RNMB_YHM_BS_P2_tag38_F8","unf_otu107",1
"RNMB_YHM_BS_P2_tag38_G7","unf_otu107",8
"RNMB_YHM_BS_P2_tag38_H11","unf_otu107",3
"RNMB1_FXBSP1_tag08_C1","unf_otu1070",178
"RNMB2_FXBSP4_tag07_D9","unf_otu1070",47
"RNMB_YHM_BS_P2_tag38_E8","unf_otu10700",1
"RNMB_YHM_BS_P2_tag38_F9","unf_otu10700",2
"RNMB_YHM_BS_P3_tag53_A12","unf_otu10702",1
"RNMB_Foping_BS_P2_tag24_B8","unf_otu10703",1
"RNMB_Foping_BS_P2_tag24_H10","unf_otu10703",2
"RNMB_Foping_BS_P2_tag24_H12","unf_otu10703",5
"RNMB_Foping_BS_P2_tag24_C7","unf_otu10704",1
"RNMB_Foping_BS_P2_tag24_D9","unf_otu10704",1
"RNMB_Foping_BS_P2_tag24_F9","unf_otu10704",1
"RNMB_Foping_BS_P2_tag24_G6","unf_otu10704",2
"RNMB_Foping_BS_P2_tag24_B3","unf_otu10705",3
"RNMB_Foping_BS_P2_tag24_A5","unf_otu10706",1
"RNMB1_FXBSP1_tag08_G3","unf_otu1071",46
"RNMB_YHM_BS_P2_tag38_E5","unf_otu10710",1
"RNMB_Foping_BS_P2_tag24_H9","unf_otu10711",1
"RNMB_meicity_BS_P1_tag41_H6","unf_otu10712",1
"RNMB_Foping_BS_P1_tag21_C12","unf_otu10719",1
"RNMB_Foping_BS_P2_tag24_A3","unf_otu10719",2
"RNMB_Foping_BS_P2_tag24_F4","unf_otu10719",1
"RNMB_Mix_BS_PIX_tag34_C7","unf_otu10719",1
"RNMB_Foping_BS_P1_tag21_A7","unf_otu1072",2
"RNMB_Foping_BS_P1_tag21_B12","unf_otu1072",4
"RNMB_Foping_BS_P1_tag21_B8","unf_otu1072",2
"RNMB_Foping_BS_P1_tag21_C8","unf_otu1072",1
"RNMB_Foping_BS_P1_tag21_D7","unf_otu1072",1
"RNMB_Foping_BS_P1_tag21_E7","unf_otu1072",1
"RNMB_Foping_BS_P1_tag21_E8","unf_otu1072",2
"RNMB_Foping_BS_P1_tag21_G6","unf_otu1072",17
"RNMB_Foping_BS_P1_tag21_G7","unf_otu1072",1
"RNMB_Foping_BS_P1_tag21_H6","unf_otu1072",7
"RNMB_Foping_BS_P1_tag21_H7","unf_otu1072",15
"RNMB_YHM_BS_P1_tag15_G6","unf_otu10720",2
"RNMB_Foping_BS_P2_tag24_C11","unf_otu10721",1
"RNMB_YHM_BS_P2_tag38_C8","unf_otu10722",1
"RNMB_meicity_BS_P2_tag42_F7","unf_otu10726",1
"RNBC1_NREP9_tag33_F7","unf_otu10727",3
"RNMB1_FXBSP3_tag42_H12","unf_otu1073",76
"RNMB_meicity_BS_P2_tag42_C7","unf_otu1073",1
"RNMB_meicity_BS_P2_tag42_H7","unf_otu1073",1
"RNMB_YHM_BS_P3_tag53_D11","unf_otu10730",6
"RNMB_YHM_BS_P3_tag53_G11","unf_otu10730",2
"RNMB_Foping_BS_P1_tag21_G6","unf_otu10731",1
"RNBC1_NREP13_tag51_E11","unf_otu10735",1
"RNBC1_NREP8_tag32_C7","unf_otu10735",2
"RNMB_Foping_BS_P2_tag24_A12","unf_otu10736",2
"RNMB_meicity_BS_P2_tag42_C9","unf_otu10737",1
"RNMB_YHM_BS_P2_tag38_G4","unf_otu10738",3
"RNMB_YHM_BS_P1_tag15_A7","unf_otu10739",1
"RNBC1_NREP10_tag35_A4","unf_otu1074",2
"RNMB1_FXBSP1_tag08_B10","unf_otu1074",1
"RNMB1_FXBSP1_tag08_C12","unf_otu1074",1
"RNMB1_FXBSP1_tag08_D8","unf_otu1074",24
"RNMB_Foping_BS_P1_tag21_E7","unf_otu10740",1
"RNMB_Foping_BS_P1_tag21_H8","unf_otu10741",1
"RNMB_Foping_BS_P2_tag24_A12","unf_otu10742",1
"RNMB_Foping_BS_P2_tag24_A7","unf_otu10742",1
"RNMB_Foping_BS_P2_tag24_B8","unf_otu10742",1
"RNMB_Foping_BS_P2_tag24_C8","unf_otu10742",2
"RNMB_Foping_BS_P2_tag24_H10","unf_otu10742",1
"RNMB_Foping_BS_P2_tag24_H12","unf_otu10742",3
"RNMB_Foping_BS_P2_tag24_H8","unf_otu10742",1
"RNMB_YHM_BS_P2_tag38_F11","unf_otu10743",1
"RNMB1_FXBSP2_tag18_G3","unf_otu10745",1
"RNMB_Foping_BS_P1_tag21_C12","unf_otu10746",1
"RNMB_meicity_BS_P1_tag41_D11","unf_otu10747",1
"RNMB_Mix_BS_PIX_tag34_C8","unf_otu10749",1
"RNMB_Mix_BS_PIX_tag34_G7","unf_otu10749",1
"RNMB_Mix_BS_PIX_tag34_H7","unf_otu10749",1
"RNMB_YHM_BS_P2_tag38_A11","unf_otu10749",1
"RNMB_YHM_BS_P2_tag38_F9","unf_otu10749",2
"RNMB_Foping_BS_P2_tag24_G12","unf_otu1075",1
"RNMB_meicity_BS_P1_tag41_G12","unf_otu1075",206
"RNMB_Foping_BS_P2_tag24_A11","unf_otu10751",2
"RNMB_Foping_BS_P1_tag21_H1","unf_otu10752",1
"RNMB_Foping_BS_P1_tag21_B7","unf_otu10754",1
"RNBC1_NREP12_tag37_C7","unf_otu10755",12
"RNBC1_NREP2_tag22_F7","unf_otu10757",4
"RNMB_Foping_BS_P1_tag21_H7","unf_otu10759",1
"RNMB_meicity_BS_P2_tag42_G12","unf_otu1076",1
"RNMB_meicity_BS_P2_tag42_H10","unf_otu1076",19
"RNMB_Foping_BS_P1_tag21_A11","unf_otu10765",3
"RNMB_Foping_BS_P1_tag21_B8","unf_otu10765",1
"RNMB_Foping_BS_P1_tag21_E12","unf_otu10765",1
"RNBC1_NREP10_tag35_F11","unf_otu10767",1
"RNMB_Foping_BS_P2_tag24_A11","unf_otu1077",40
"RNMB_YHM_BS_P3_tag53_A11","unf_otu10770",1
"RNMB_Foping_BS_P2_tag24_E5","unf_otu10773",1
"RNMB_YHM_BS_P3_tag53_H10","unf_otu10774",2
"RNMB_YHM_BS_P3_tag53_C11","unf_otu10776",2
"RNMB_YHM_BS_P3_tag53_H10","unf_otu10776",2
"RNMB_YHM_BS_P2_tag38_A5","unf_otu10777",2
"RNMB_YHM_BS_P2_tag38_H4","unf_otu10777",1
"RNMB_Foping_BS_P1_tag21_A7","unf_otu10778",1
"RNMB_YHM_BS_P2_tag38_A3","unf_otu10779",1
"RNMB_Foping_BS_P1_tag21_H6","unf_otu1078",7
"RNBC1_NREP13_tag51_F8","unf_otu10782",1
"RNMB_meicity_BS_P1_tag41_A12","unf_otu10783",1
"RNMB_Foping_BS_P2_tag24_D11","unf_otu10785",1
"RNMB_meicity_BS_P2_tag42_A5","unf_otu10785",1
"RNMB_YHM_BS_P1_tag15_D12","unf_otu10786",3
"RNMB_YHM_BS_P1_tag15_H10","unf_otu10786",1
"RNMB1_FXBSP1_tag08_E11","unf_otu1079",8
"RNMB1_FXBSP1_tag08_F10","unf_otu1079",2
"RNMB1_FXBSP3_tag42_D5","unf_otu1079",35
"RNMB_Foping_BS_P2_tag24_B4","unf_otu10790",1
"RNBC1_NREP2_tag22_F7","unf_otu10792",6
"RNMB_Foping_BS_P2_tag24_H10","unf_otu10796",1
"RNBC1_NREP12_tag37_H10","unf_otu108",1
"RNMB_Foping_BS_P1_tag21_A12","unf_otu108",22
"RNMB_Foping_BS_P1_tag21_B7","unf_otu108",117
"RNMB_Foping_BS_P1_tag21_C1","unf_otu108",1
"RNMB_Foping_BS_P1_tag21_C3","unf_otu108",1
"RNMB_Foping_BS_P1_tag21_C9","unf_otu108",1
"RNMB_Foping_BS_P1_tag21_G12","unf_otu108",88
"RNMB_Foping_BS_P1_tag21_H1","unf_otu108",1
"RNMB_Foping_BS_P1_tag21_H10","unf_otu108",163
"RNMB_Foping_BS_P2_tag24_A1","unf_otu108",1
"RNMB_Foping_BS_P2_tag24_C12","unf_otu108",1
"RNMB_Foping_BS_P3_tag26_C8","unf_otu108",35
"RNMB_Foping_BS_P3_tag26_G8","unf_otu108",58
"RNMB_Mix_BS_PIX_tag34_C7","unf_otu108",7
"RNMB_Mix_BS_PIX_tag34_C8","unf_otu1080",1
"RNMB_Mix_BS_PIX_tag34_E8","unf_otu1080",1
"RNMB_Mix_BS_PIX_tag34_G7","unf_otu1080",3
"RNMB_Mix_BS_PIX_tag34_H7","unf_otu1080",1
"RNMB_YHM_BS_P2_tag38_C7","unf_otu1080",43
"RNMB_YHM_BS_P2_tag38_E8","unf_otu1080",7
"RNMB_YHM_BS_P2_tag38_F9","unf_otu1080",1
"RNMB_Foping_BS_P1_tag21_H12","unf_otu10801",1
"RNMB_Foping_BS_P2_tag24_A11","unf_otu10802",1
"RNBC1_NREP9_tag33_F7","unf_otu10803",1
"RNMB_Foping_BS_P1_tag21_H11","unf_otu10806",1
"RNMB_Foping_BS_P3_tag26_A4","unf_otu10807",5
"RNMB_Foping_BS_P3_tag26_E12","unf_otu10809",6
"RNMB_Mix_BS_PIX_tag34_F7","unf_otu10809",1
"RNBC1_NREP1_tag17_D11","unf_otu1081",661
"RNMB_Foping_BS_P2_tag24_A5","unf_otu10811",1
"RNMB_Foping_BS_P2_tag24_B3","unf_otu10812",1
"RNMB_meicity_BS_P2_tag42_E10","unf_otu10814",1
"RNMB_meicity_BS_P2_tag42_F3","unf_otu10814",1
"RNMB_Foping_BS_P2_tag24_H8","unf_otu10815",1
"RNMB_Foping_BS_P2_tag24_E10","unf_otu10816",1
"RNMB_Foping_BS_P2_tag24_F11","unf_otu10816",1
"RNMB_Foping_BS_P2_tag24_H5","unf_otu10818",3
"RNMB1_FXBSP1_tag08_D10","unf_otu1082",1
"RNMB1_FXBSP1_tag08_G11","unf_otu1082",1
"RNMB1_FXBSP2_tag18_A2","unf_otu1082",1
"RNMB1_FXBSP2_tag18_A3","unf_otu1082",2
"RNMB1_FXBSP2_tag18_B2","unf_otu1082",2
"RNMB1_FXBSP2_tag18_B3","unf_otu1082",5
"RNMB1_FXBSP2_tag18_C2","unf_otu1082",1
"RNMB1_FXBSP2_tag18_C3","unf_otu1082",1
"RNMB1_FXBSP2_tag18_D2","unf_otu1082",1
"RNMB1_FXBSP2_tag18_D3","unf_otu1082",4
"RNMB1_FXBSP2_tag18_E2","unf_otu1082",3
"RNMB1_FXBSP2_tag18_F2","unf_otu1082",2
"RNMB1_FXBSP2_tag18_G1","unf_otu1082",1
"RNMB1_FXBSP2_tag18_G3","unf_otu1082",1
"RNMB1_FXBSP2_tag18_G4","unf_otu1082",3
"RNMB1_FXBSP2_tag18_H3","unf_otu1082",1
"RNMB1_FXBSP3_tag42_B1","unf_otu1082",2
"RNMB1_FXBSP3_tag42_E4","unf_otu1082",2
"RNMB_Foping_BS_P1_tag21_A12","unf_otu1082",2
"RNMB_Foping_BS_P1_tag21_C11","unf_otu1082",2
"RNMB_Foping_BS_P1_tag21_C12","unf_otu1082",1
"RNMB_Foping_BS_P1_tag21_E11","unf_otu1082",2
"RNMB_Foping_BS_P1_tag21_G11","unf_otu1082",3
"RNMB_Foping_BS_P1_tag21_H11","unf_otu1082",1
"RNMB_Foping_BS_P1_tag21_H12","unf_otu1082",2
"RNMB_Foping_BS_P2_tag24_A11","unf_otu1082",1
"RNMB_Foping_BS_P2_tag24_A12","unf_otu1082",1
"RNMB_Foping_BS_P2_tag24_A3","unf_otu1082",3
"RNMB_Foping_BS_P2_tag24_A4","unf_otu1082",7
"RNMB_Foping_BS_P2_tag24_A5","unf_otu1082",8
"RNMB_Foping_BS_P2_tag24_B3","unf_otu1082",4
"RNMB_Foping_BS_P2_tag24_B4","unf_otu1082",10
"RNMB_Foping_BS_P2_tag24_E10","unf_otu1082",1
"RNMB_Foping_BS_P2_tag24_E12","unf_otu1082",1
"RNMB_Foping_BS_P2_tag24_E5","unf_otu1082",1
"RNMB_Foping_BS_P2_tag24_E7","unf_otu1082",2
"RNMB_Foping_BS_P2_tag24_F4","unf_otu1082",1
"RNMB_Foping_BS_P2_tag24_G4","unf_otu1082",3
"RNMB_Foping_BS_P2_tag24_G8","unf_otu1082",1
"RNMB_Foping_BS_P2_tag24_H3","unf_otu1082",1
"RNMB_Foping_BS_P2_tag24_H5","unf_otu1082",5
"RNMB_Foping_BS_P2_tag24_H6","unf_otu1082",2
"RNMB_Foping_BS_P2_tag24_H8","unf_otu1082",2
